id,first_name,last_name,sex,date_of_birth,hometown,latitude,longitude,preferred_temperature,preferred_travel_time,preferred_transport_mode
281,Shannon,Rose,x,1988-02-02,Dublin,53.35916231997213,-6.258341542015994,31,6,train
282,Lisa,Wilson,f,1957-01-25,Marseille,43.307875405980376,5.421837583654458,23,34,train
283,Michelle,Hunter,f,1968-11-04,Enfield,51.65099585170581,-0.08718200169816798,14,3,train
284,Neil,Simmons,x,1972-04-07,Dublin,53.35916231997213,-6.258341542015994,22,5,train
285,Michelle,Scott,f,1991-03-02,Crawley,51.12546385397104,-0.18194949820326192,19,18,train
286,Jeffrey,Johnson,m,1994-09-12,Płock,52.537547416324905,19.701583089710333,15,18,train
287,Beverly,Estrada,x,1959-11-26,Southwark,51.47312535239425,-0.0745540004079525,8,5,flight
288,Jack,Robertson,m,1967-12-21,Torino,45.071739405866,7.678005080342866,14,4,train
289,Sabrina,Peterson,x,1957-10-21,Chalon-sur-Saône,46.805479889512796,4.825558558592959,27,1,train
290,Thomas,Graves,m,1975-12-30,Madrid,40.465380890314236,-3.696280422676111,13,14,train
291,Stacy,Scott,f,1998-09-20,Borås,57.73233987528867,12.941105498618168,10,18,train
292,Brandon,Guerra,m,1949-05-15,Debrecen,47.530332439527804,21.66582162905771,21,7,train
293,Kimberly,Wilkins,f,1959-03-25,Köln,50.94566738051823,6.973237033864535,35,9,train
294,Sandra,Hernandez,f,1975-09-16,Brno,49.20677741880377,16.588777594891873,29,8,flight
295,William,Franco,m,1997-11-27,Bologna,44.49798042031044,11.333439598403153,27,8,train
296,Angela,Grant,f,1987-10-30,Zoetermeer,52.06088436715091,4.489768511885256,15,15,train
297,Curtis,Moore,m,1973-12-04,Madrid,40.465380890314236,-3.696280422676111,14,2,train
298,Anthony,James,m,1996-06-11,Amiens,49.86702986824254,2.2898070229693865,13,10,train
299,Nancy,Maldonado,f,2002-08-02,Córdoba,37.84926040197261,-4.701797908139346,12,6,train
300,Hannah,Hernandez,f,1961-05-03,Chambéry,45.57797889830364,5.9481615702898845,16,19,train
301,Eileen,Bennett,f,1996-04-25,Sheffield,53.40448833848201,-1.5504635263170954,26,10,train
302,Samantha,Allen,f,1969-03-14,Barcelona,41.40100090411096,2.150637084471251,33,1,flight
303,Karen,Baldwin,f,2004-03-14,Brighton and Hove,50.844538855368405,-0.1339394943861348,29,16,train
304,Judith,Long,f,1963-06-14,Plovdiv,42.143225968976566,24.73811416401724,21,2,train
305,Stephen,Yang,m,1964-10-29,Warszawa,52.229342421404866,21.047727599631816,7,23,train
306,Jordan,Dominguez,m,1969-12-14,Kielce,50.86098192464511,20.608948605201928,11,8,flight
307,Debbie,Obrien,x,1986-03-05,Berlin,52.501530896616806,13.401850553093169,25,14,train
308,John,Dorsey,m,1944-09-08,Košice,48.70355143408725,21.228480121550373,25,4,flight
309,Christopher,Smith,m,1966-10-05,Angers,47.49312486771021,-0.5810319664278287,6,10,train
310,Jill,Martin,f,1956-06-05,Rotterdam,51.92429436692899,4.329424013166939,19,27,train
311,Jade,Harris,f,1984-03-02,Caserta,41.08744944266304,14.357478125979526,22,12,train
312,Brandon,Dillon,m,1966-10-18,Walsall,52.59929134032556,-1.9663115191899005,24,23,train
313,Elizabeth,Heath,f,1956-05-10,Cremona,45.14090491291037,10.029638089520516,23,11,train
314,Shannon,Wilson,f,1972-04-04,Bruxelles / Brussel,50.836054371263224,4.370656523535053,15,15,train
315,Amanda,Williams,f,1969-05-28,Dublin,53.35916231997213,-6.258341542015994,25,2,flight
316,Sharon,Perez,f,1950-04-12,Stuttgart,48.774544396573845,9.172073061100896,22,21,train
317,Elizabeth,Smith,f,1980-12-19,Limoges,45.84915388172857,1.2497255532217444,0,0,train
318,Denise,Charles,f,1952-07-06,Iaşi,47.1568894578878,27.590529161849098,30,3,flight
319,Virginia,Flores,f,2000-09-26,Ealing,51.52246485152963,-0.33096050248284953,27,9,train
320,Thomas,Warner,x,1984-10-31,Magdeburg,52.116520392190445,11.641389547202564,27,12,train
321,Brittany,Gutierrez,f,2003-11-10,Rybnik,50.10556342111861,18.544194099107152,39,9,train
322,Garrett,Nelson,m,2002-01-12,Milano,45.46844740918378,9.1729385842972,28,24,train
323,Katherine,Rodriguez,f,1988-11-13,Palermo,38.13025245236106,13.331011134941448,4,4,train
324,Angela,Mullins,f,1945-11-17,Evry,48.61686837365009,2.4191145352710595,11,3,train
325,Craig,Figueroa,m,1969-02-10,Valencia,39.41977690574208,-0.35983990923487325,5,11,train
326,James,May,m,1950-06-09,Montpellier,43.615608899928596,3.863217075771536,25,14,train
327,Cynthia,Hawkins,f,2005-06-24,Sofia,42.70551696319418,23.3597601566759,43,10,train
328,Matthew,Williams,m,1974-07-21,Kraków,50.0531569263703,19.985059607469502,17,11,train
329,Joanna,Silva,f,1948-01-12,Madrid,40.465380890314236,-3.696280422676111,14,15,train
330,Christina,Roberson,f,1973-06-23,Paris,48.85660037259063,2.342805032028295,15,22,train
331,Jo,Parsons,f,2001-04-16,Praha,50.06679040878253,14.466016578335703,37,5,flight
332,Edward,Jones,m,1986-11-24,Camden,51.54637435197856,-0.15734650177568965,12,5,flight
333,James,Patton,m,1950-09-17,Islington,51.548450852176295,-0.11019650107428684,20,10,train
334,Corey,Morales,m,1969-10-25,Grenoble,45.14822939899123,5.686440073058086,23,12,train
335,Catherine,Jones,f,2002-01-24,Botoşani,47.744367953186504,26.67675815470307,17,20,train
336,Patrick,Jackson,x,1974-02-01,Le Havre,49.52896086187299,0.17839151823621702,11,19,train
337,Manuel,Gray,m,1978-03-27,Zagreb,45.80990792970964,16.000011611245,31,4,train
338,Brittany,Green,f,1999-05-10,Pleven,43.40670796305364,24.618921160578704,26,5,flight
339,Matthew,Nguyen,m,1948-12-11,Barking and Dagenham,51.54520485265068,0.13344199919448313,20,9,train
340,Kayla,Ward,f,1953-06-12,Brugge,51.24782386587193,3.2149930146059837,14,7,train
341,Richard,Wilson,m,1982-04-19,Versailles,48.79591087140219,2.1136025320060545,15,13,train
342,Raymond,Barber,m,1958-05-24,Stoke-on-trent,53.018106338324365,-2.164492024083208,10,7,flight
343,Emily,Davis,f,1969-11-03,Waltham Forest,51.5940453522169,-0.012591000839427529,25,10,train
344,James,Horton,x,1996-08-16,Reykjavík,64.15863219443466,-21.673627762292814,16,7,flight
345,Jodi,Carr,f,1960-04-26,Madrid,40.465380890314236,-3.696280422676111,4,10,train
346,Amy,Young,f,1971-04-17,Tübingen,48.52770639644928,9.0479365620779,12,1,flight
347,Andres,Lee,m,1975-02-15,Kirklees,53.62743333688544,-1.7631760307478912,33,10,train
348,Richard,Williams,m,2003-12-12,Nantes,47.22488436562192,-1.5937274662741499,25,15,train
349,Cody,Acevedo,m,1946-09-22,Budapest,47.48387093258584,19.107573117792477,15,15,train
350,Jennifer,Carter,f,1978-08-21,St. Helens,53.45955583370904,-2.723607032007504,27,8,train
351,Brandon,Gonzales,m,1984-01-26,Barcelona,41.40100090411096,2.150637084471251,20,9,train
352,Edward,Harris,m,1985-03-19,Napoli,40.85667344334207,14.23935662736585,13,12,train
353,Donald,Barnes,m,2002-05-24,Vila Nova de Gaia,41.07444687214968,-8.580531933826416,29,3,train
354,Scott,Cruz,m,1987-10-28,Salamanca,40.961792381851396,-5.6795789299195345,8,1,train
355,Adam,Wells,m,2001-08-27,Palermo,38.13025245236106,13.331011134941448,6,2,flight
356,Daniel,Franco,m,1985-09-23,Almada,38.6356003844823,-9.193030918074623,-4,1,train
357,Jeffrey,Russo,m,2001-03-31,Göttingen,51.54304288849949,9.931497543021528,32,1,flight
358,Ashley,Adams,f,1997-03-23,Reggio di Calabria,38.112779459610636,15.718228641949086,10,4,flight
359,Douglas,Lee,m,1957-02-20,Valencia,39.41977690574208,-0.35983990923487325,24,5,train
360,Julia,George,f,1984-09-04,Wigan,53.52419233456277,-2.589476031704518,33,8,train
361,Natalie,Hernandez,f,2006-01-28,Stockholm,59.321282886348065,17.993315014119414,12,21,train
362,Elizabeth,Zhang,f,2005-08-08,Drobeta-Turnu Severin,44.66684995274754,22.575422146224884,9,7,train
363,Lindsey,Williamson,f,1972-04-07,Budapest,47.48387093258584,19.107573117792477,14,19,train
364,Roger,Mejia,m,1984-08-02,Salzburg,47.797542412497116,13.046682085502555,18,16,train
365,Beth,Mendez,x,1950-05-31,Warszawa,52.229342421404866,21.047727599631816,0,1,flight
366,Andrea,Cardenas,x,1963-04-06,Dordrecht,51.78148286956646,4.708915516732684,14,0,flight
367,Robert,Cannon,x,1988-09-09,Rimini,44.03883492587881,12.530451105378036,41,4,train
368,Allen,Jones,m,1976-12-26,Southend-on-Sea,51.5476978553656,0.7094260009877659,20,0,flight
369,Michael,Blackwell,m,1994-11-17,Guildford,51.24778935156318,-0.5615964997662953,28,5,train
370,Janice,Phillips,f,1964-08-28,Foggia,41.45626044482284,15.583627129442013,43,1,flight
371,Joseph,Campbell,m,1978-09-15,Luzern,47.05330140022183,8.29198906989693,27,15,train
372,Debra,Briggs,x,1980-05-13,Rotherham,53.408660339902724,-1.2861710252288965,21,20,train
373,Angel,Brown,m,2005-02-08,Mannheim,49.49939039089092,8.50036605281845,20,12,train
374,Marie,Hunt,f,1970-04-21,Amsterdam,52.372927867672,4.889001010591849,11,9,train
375,Cory,Bruce,m,1958-06-09,Hounslow,51.46839035135398,-0.36687500212093005,7,13,train
376,Timothy,Smith,m,1992-01-12,Gateshead,54.93533333184182,-1.6831940452082417,19,4,train
377,Nicholas,Smith,m,1948-06-14,Kingston-upon-Hull,53.76418334225426,-0.3348805259341996,11,13,train
378,Nancy,Briggs,f,1951-11-01,Leeds,53.82579933738071,-1.5059645322102488,21,5,train
379,Sherry,Ray,x,1970-08-03,Budapest,47.48387093258584,19.107573117792477,17,1,train
380,Brenda,Yu,f,1972-08-31,Hamburg,53.54765288129551,10.011885524725471,12,5,flight
381,Paul,Stanley,m,1986-07-30,Stuttgart,48.774544396573845,9.172073061100896,31,14,train
382,Robert,Giles,x,1969-02-11,Stockholm,59.321282886348065,17.993315014119414,5,3,flight
383,Jessica,Phillips,f,1982-12-24,Reading,51.45298784905812,-0.9838090036464999,28,2,train
384,Kathleen,Miranda,f,1946-05-03,Enfield,51.65099585170581,-0.08718200169816798,30,28,train
385,Robert,Chapman,m,1991-02-03,Warszawa,52.229342421404866,21.047727599631816,10,11,train
386,Ashley,Wu,f,1986-09-15,Castelldefels,41.27670790386773,1.9705980846493159,35,4,train
387,Stephen,Mills,x,1995-02-13,Salford,53.4895863355024,-2.3701020310647447,10,11,train
388,Jessica,Francis,f,1948-09-15,Barking and Dagenham,51.54520485265068,0.13344199919448313,18,6,flight
389,Brenda,Jackson,x,2003-01-14,Lambeth,51.45307385213257,-0.11820550045341754,23,12,train
390,Kristina,Martinez,f,1973-05-20,Vigo,42.20336886614395,-8.722581942020899,16,10,train
391,David,Miller,m,2000-03-14,Sofia,42.70551696319418,23.3597601566759,26,5,train
392,Anthony,Swanson,x,2002-08-25,Debrecen,47.530332439527804,21.66582162905771,12,19,train
393,Kimberly,Garza,f,1966-10-31,Catania,37.4420889608842,15.035896142551264,13,5,flight
394,Jennifer,Mason,f,1995-02-21,Chambéry,45.57797889830364,5.9481615702898845,22,9,train
395,Tracy,Brooks,f,1956-01-30,Lisboa,38.74164388366548,-9.15756241859606,25,20,train
396,Shawn,Mccoy,x,1974-03-27,Lüneburg,53.24105588387,10.416634030696102,4,8,train
397,Scott,Gordon,x,1981-01-08,Croydon,51.355340853150445,-0.0870919996031656,25,8,flight
398,Bradley,Summers,m,1994-10-12,Ourense,42.350734867897806,-7.889780943071022,8,21,train
399,Thomas,Davis,m,1972-10-24,Westminster,51.51390235185948,-0.16122600155497002,31,17,train
400,Kristin,Young,x,1971-06-08,Terrassa,41.57530590297708,2.0081330832306303,25,11,train
401,Molly,Morris,f,1946-09-30,Split,43.51251993943064,16.514543624099534,25,12,train
402,Tiffany,Robinson,f,1965-01-04,Zaragoza,41.68078239347294,-0.9275409243012062,12,3,train
403,Natalie,Tate,f,1990-06-11,Roma,41.88561543435591,12.46086161630812,20,2,train
404,Robert,Weber,m,1989-06-17,Vilanova i la Geltrú,41.237110903345695,1.7048660850136077,19,13,train
405,Brian,Jacobs,x,1964-01-15,Lahti / Lahtis,60.97809390273465,25.68338455553714,24,7,train
406,Vanessa,Jackson,f,1959-07-29,Gliwice,50.29922442081645,18.653594598109457,14,5,train
407,Andrew,Brown,m,1985-06-12,Warrington,53.399125334590046,-2.562842030709771,21,5,flight
408,Brandon,Poole,m,1985-06-07,Kassel,51.31149538763535,9.460352542220855,-4,9,train
409,Joshua,Stark,m,1982-02-23,Szczecin,53.431805897306205,14.614140551665848,19,4,flight
410,Angela,Bender,x,1971-05-02,Albacete,38.95620290434851,-1.8917539100237637,17,10,train
411,Jimmy,Schmidt,m,1987-03-09,Birmingham,52.48866284172209,-1.8746500173981087,3,7,train
412,Elizabeth,Pearson,f,1998-06-11,Nottingham,52.960635842004024,-1.1764805207413322,17,5,train
413,Leah,Hall,f,2001-10-17,Lisboa,38.74164388366548,-9.15756241859606,22,5,flight
414,Robert,Rivera,m,1992-02-20,Melun,48.54207987436217,2.6444520366987825,21,16,train
415,Gina,Powell,f,1949-09-08,Budapest,47.48387093258584,19.107573117792477,4,4,train
416,Richard,Baker,m,1964-08-21,Alytus,54.40111742201542,24.036206602594852,25,12,train
417,Heidi,Lopez,f,1979-04-21,Burgas,42.52555597439132,27.42299467523289,11,1,flight
418,Brett,Shaw,m,1996-09-17,Torino,45.071739405866,7.678005080342866,20,10,train
419,Christina,Wilson,f,1952-06-04,Râmnicu Vâlcea,45.0883829563495,24.353415653775507,17,14,train
420,William,Potter,m,1951-05-04,Bucureşti,44.441482963296046,26.087619164024186,15,6,train
421,Shane,Wolfe,m,2006-06-15,Velsen,52.45039836573237,4.625967509158815,31,10,train
422,Bruce,Waters,m,1950-01-21,Hannover,52.37949938499312,9.769702535193039,0,5,flight
423,Heather,Freeman,f,1990-06-26,Trento,46.06150091315179,11.110758088732357,21,1,flight
424,Caitlin,Caldwell,f,1953-02-19,Székesfehérvár,47.189742931786576,18.444751115178878,22,19,train
425,Stacey,Joseph,f,2005-01-11,Perpignan,42.74958990051725,2.8467865787503435,23,2,flight
426,Richard,Jenkins,m,1969-01-23,Malmö,55.56578938423993,13.019107022899528,35,3,train
427,Logan,Keller,m,1967-07-28,Wrocław,51.12769191278455,16.99608458367413,15,0,flight
428,Andrew,Warren,m,1979-12-20,Mulhouse,47.77093639414953,7.3300340603388845,33,0,flight
429,Angela,Smith,f,1992-10-16,Bexley,51.458880853000196,0.14057900008743524,27,11,train
430,Juan,Hampton,m,1951-04-29,Wuppertal,51.25060738029886,7.168951032921459,6,8,flight
431,Timothy,Doyle,m,1975-07-31,Douai,50.356982368687014,3.1182370228728056,4,9,train
432,Jason,Johnson,m,1957-03-16,Thurrock,51.509150853817516,0.36788350062005254,22,4,flight
433,Diamond,Robinson,f,1993-03-21,München,48.15320390650567,11.547254076048949,3,7,train
434,Nicholas,King,m,1957-03-22,Sandwell,52.5154543403666,-2.0089675189268053,44,0,flight
435,Robyn,Mcdonald,f,1998-07-02,Warszawa,52.229342421404866,21.047727599631816,17,7,flight
436,Michelle,Ramirez,x,1963-02-09,Lincoln,53.224751343816536,-0.5548210211387524,13,13,train
437,William,Lopez,m,1971-03-19,Meaux,48.963876873687234,2.890435033359788,15,17,train
438,Christopher,Robinson,m,2000-09-13,Praha,50.06679040878253,14.466016578335703,21,4,flight
439,Joseph,Alvarado,m,2005-12-29,Almelo,52.34792237415357,6.65820651938098,16,24,train
440,Lori,Hines,f,1979-01-19,Lille,50.65001386778346,3.047986019489509,19,12,train
441,Aimee,Grant,f,1987-07-12,Ceuta,35.891973911241394,-5.340382398246151,20,9,train
442,David,Soto,m,1989-04-30,Wolverhampton,52.58920034000332,-2.1209780194068983,28,10,train
443,Alison,Anderson,f,1975-07-01,East Staffordshire,52.86336233971106,-1.8122260208784138,12,10,train
444,Lauren,Clarke,f,1996-06-05,Bayonne,43.482612382491986,-1.5133519381453457,23,4,flight
445,Gerald,Alvarado,m,1948-07-13,Liège,50.63519937674546,5.574437530436929,23,0,flight
446,Christina,Mercer,x,1955-11-21,Ashford,51.12531385780505,0.8114770067612115,17,8,flight
447,Devon,Roman,m,1999-03-04,Madrid,40.465380890314236,-3.696280422676111,24,15,train
448,Dennis,Medina,x,1948-07-07,Barnet,51.61604285134724,-0.20995100250311396,37,6,flight
449,Ana,Williams,f,1979-03-08,Gloucester,51.84939984299006,-2.2402720124001774,26,10,train
450,Jacob,Morris,m,1981-05-09,Madrid,40.465380890314236,-3.696280422676111,18,18,train
451,Alexis,Duncan,f,1960-09-17,Venezia,45.48492541898035,12.282451096688764,26,15,train
452,Donald,Hunter,m,2001-11-18,Sofia,42.70551696319418,23.3597601566759,37,12,train
453,Patrick,Herrera,m,1989-08-20,Perpignan,42.74958990051725,2.8467865787503435,31,8,flight
454,Candace,Thompson,f,1991-04-14,Speyer,49.3297428914428,8.435049054416421,19,15,train
455,Anthony,Leon,x,1967-09-03,Madrid,40.465380890314236,-3.696280422676111,36,1,train
456,Stephanie,Parker,x,1991-06-03,København,55.67543938195679,12.552657018524194,22,6,flight
457,Angelica,Jones,f,1993-08-25,Setúbal,38.522195385751985,-8.917268416704003,31,21,train
458,Craig,Brown,m,1971-05-13,Lisboa,38.74164388366548,-9.15756241859606,9,14,train
459,Jonathan,Arnold,m,1966-07-13,Kaunas,54.89930642044836,23.9323405989904,10,8,flight
460,Erika,Stevens,f,1963-09-28,Wakefield,53.6606938384246,-1.4117225290981277,7,26,train
461,Alex,Jones,m,2003-08-07,Darlington,54.54879283392636,-1.5526005404032575,22,4,train
462,Brittany,Pennington,x,1969-04-06,Oxford,51.754597847030354,-1.2409040080485132,30,4,train
463,Patrick,Davis,m,2007-06-05,Würzburg,49.78465589502347,9.940895557516175,18,13,train
464,Mike,Tucker,m,1952-05-26,Toulouse,43.627354391889114,1.4132455691666788,6,6,train
465,Mark,Lee,m,1983-02-03,Toulouse,43.627354391889114,1.4132455691666788,22,13,train
466,Sandra,Graves,f,1947-01-11,Napoli,40.85667344334207,14.23935662736585,20,7,flight
467,Andrew,Norris,x,1994-02-16,Paris,48.85660037259063,2.342805032028295,28,1,train
468,Dan,Miller,m,1972-12-22,Croydon,51.355340853150445,-0.0870919996031656,27,3,train
469,Robert,Russell,x,2004-01-01,Paris,48.85660037259063,2.342805032028295,18,25,train
470,Ashley,Jones,f,1979-07-13,Suceava,47.67008595198876,26.263315652464954,20,4,train
471,Alexander,Hanson,x,1959-04-22,'s-Gravenhage,52.06846386666703,4.300611511666192,9,4,train
472,Ronald,Miller,m,1966-10-12,Borås,57.73233987528867,12.941105498618168,26,1,flight
473,Brittany,Guerra,f,1971-02-28,Zagreb,45.80990792970964,16.000011611245,19,0,flight
474,Sarah,Hoffman,f,1962-03-03,Caen,49.20334786114989,-0.34953197927652935,28,17,train
475,Emily,Flores,f,1961-04-05,Breda,51.5847618702555,4.761253517883811,16,3,train
476,Amy,Brown,f,1964-11-16,Darlington,54.54879283392636,-1.5526005404032575,22,18,train
477,Theresa,Bryant,x,1968-11-05,Lincoln,53.224751343816536,-0.5548210211387524,22,4,flight
478,Daniel,Hughes,m,1986-07-28,Norrköping,58.59776288325021,16.287846510223243,21,19,train
479,Linda,Hernandez,f,1988-02-24,Ferrol,43.50967786065056,-8.270126951359712,23,13,train
480,Nathan,Nelson,m,1977-02-09,Göteborg,57.73738037252508,11.95484349088612,32,15,train
481,Sarah,Blevins,f,1963-09-01,Gateshead,54.93533333184182,-1.6831940452082417,31,3,flight
482,Nicole,Holmes,f,1980-04-26,Stuttgart,48.774544396573845,9.172073061100896,15,12,train
483,Deborah,Ingram,x,1983-08-15,Barcelona,41.40100090411096,2.150637084471251,11,5,flight
484,Maria,Bowers,f,1989-06-07,Colchester,51.875589854244005,0.8574819986877106,20,9,train
485,Jessica,Hawkins,x,1953-02-04,Gdynia,54.50645190539248,18.4794390665542,31,21,train
486,William,Fowler,m,1958-05-15,Rīga,56.97808391285029,24.122314583343496,17,6,flight
487,Julie,Bass,f,1974-06-02,Wolverhampton,52.58920034000332,-2.1209780194068983,20,19,train
488,Dave,Keller,m,1995-09-26,München,48.15320390650567,11.547254076048949,25,3,flight
489,Patricia,Jackson,f,2003-06-08,St Albans,51.77205385077409,-0.34242300491220157,21,2,flight
490,Michael,Franco,m,1999-06-20,Genova,44.44156991244938,8.89315058906256,21,9,train
491,Nicole,Riley,f,1983-02-21,Berlin,52.501530896616806,13.401850553093169,15,15,train
492,Greg,Sullivan,m,1980-11-29,Paderborn,51.73023938349916,8.754223036174471,38,0,flight
493,Jill,Smith,f,1979-11-22,Haarlem,52.38342286608536,4.647515010318063,18,5,train
494,Emily,Smith,f,1989-06-19,Timişoara,45.76426894510867,21.201888135565795,30,4,flight
495,Robert,Johnson,m,1995-02-21,CA du Plateau de Saclay,48.713575371936194,2.1697135331152637,25,0,train
496,Brent,Flores,m,1945-11-19,Barcelona,41.40100090411096,2.150637084471251,27,8,flight
497,Kristina,Lopez,f,1988-05-31,Pavia,45.19770441066062,9.164637085782386,12,1,train
498,Jeremy,Bryan,x,1948-11-26,Lublin,51.225756929055294,22.55662461420982,12,11,train
499,Stephanie,Campbell,f,1955-10-29,Merton,51.40994985220742,-0.19723899973846512,30,20,train
500,Jamie,Wiley,f,1970-04-24,Leipzig,51.3421743975741,12.374768557730988,16,4,train
501,Edward,Wilson,x,1947-09-24,Lyon,45.75795939368164,4.856702566124633,26,0,flight
502,Brittany,Myers,f,2000-08-05,Roma,41.88561543435591,12.46086161630812,17,13,train
503,Brianna,Thomas,f,1992-12-26,Köln,50.94566738051823,6.973237033864535,25,4,flight
504,Derek,Martinez,m,1962-05-06,Wien,48.20843842145425,16.377868099114387,17,2,train
505,Terri,Brown,x,1982-02-14,Monza,45.58529590953844,9.276116584045809,36,11,train
506,Willie,Smith,m,1988-12-28,Jelenia Góra,50.87096590957351,15.708177578830728,29,14,train
507,Valerie,Lewis,f,1979-03-22,Warszawa,52.229342421404866,21.047727599631816,10,5,flight
508,Shawn,Welch,m,1961-01-17,Magdeburg,52.116520392190445,11.641389547202564,23,13,train
509,Anthony,Anderson,m,1972-07-28,Genève,46.20575739652619,6.141925066688275,16,12,train
510,Kyle,Taylor,m,1949-08-26,Cartagena,37.63902391353102,-0.9899714008787837,21,18,train
511,George,Mccann,m,1948-08-21,Birmingham,52.48866284172209,-1.8746500173981087,21,8,train
512,Zachary,Graves,m,1947-06-04,Esslingen am Neckar,48.74129239665477,9.326524062338043,15,12,train
513,Cameron,Williamson,m,2005-01-10,Cork,51.89602031853961,-8.466781530428602,25,16,train
514,Maria,Mclaughlin,f,1994-10-24,La Spezia,44.10998841689152,9.82114409389303,24,12,train
515,Paula,Ramos,x,1963-01-08,Roma,41.88561543435591,12.46086161630812,26,8,flight
516,Nicholas,Huffman,m,1962-08-18,Grenoble,45.14822939899123,5.686440073058086,34,2,train
517,Jerry,Kelly,m,1993-12-02,León,42.58851037424439,-5.576266940825095,18,16,train
518,Timothy,Hill,m,1958-08-10,Waltham Forest,51.5940453522169,-0.012591000839427529,17,4,train
519,Alexandria,Hogan,x,1967-04-23,Dortmund,51.51619438001541,7.474918531446702,15,4,train
520,Randy,Krueger,m,1965-04-03,Białystok,53.13222442400308,23.1588116057427,9,0,flight
521,Sara,Johns,f,1988-06-26,Amsterdam,52.372927867672,4.889001010591849,29,8,train
522,Paul,Hernandez,m,2001-03-31,Glasgow City,55.85791931728089,-4.252553568017472,7,7,train
523,Meghan,Garcia,f,2007-01-29,Bologna,44.49798042031044,11.333439598403153,33,2,flight
524,Jennifer,Collins,f,1981-03-25,Tallinn,59.42500940617369,24.743656064905927,4,6,flight
525,Travis,Smith,m,2003-10-09,Lisburn,54.503456815476156,-6.085444055959641,14,7,train
526,Nicholas,Hunt,m,1950-03-05,Tallinn,59.42500940617369,24.743656064905927,21,14,train
527,Jason,Matthews,m,1974-08-07,Warszawa,52.229342421404866,21.047727599631816,4,10,train
528,Catherine,Marshall,f,1983-03-14,Plymouth,50.39189184216399,-4.118677004021219,11,2,flight
529,Anthony,Walton,m,1973-02-03,Heidelberg,49.40551389271546,8.694181054770484,25,4,flight
530,Jaime,Gray,m,1975-03-03,Madrid,40.465380890314236,-3.696280422676111,10,15,train
531,Wayne,Wells,x,2004-02-03,Zagreb,45.80990792970964,16.000011611245,8,0,flight
532,Drew,Thompson,m,2000-12-12,Sabadell,41.55519140343855,2.101757583949107,36,7,train
533,James,Coleman,m,1965-01-05,Constanţa,44.188120471505236,28.59789517609405,13,5,train
534,Wanda,Ferguson,f,1953-08-29,Athina,37.988880483280404,23.73603517129472,14,8,flight
535,Melissa,Williams,x,1954-02-13,Lisboa,38.74164388366548,-9.15756241859606,22,10,train
536,William,Freeman,m,1981-12-14,Częstochowa,50.80526242106284,19.11826109837683,14,15,train
537,Tammy,Dawson,f,1985-12-23,Genova,44.44156991244938,8.89315058906256,10,12,train
538,Donald,Campbell,m,2003-11-17,Bucureşti,44.441482963296046,26.087619164024186,13,12,train
539,Kevin,Rich,m,1997-10-05,Tarragona,41.13345190281898,1.2718605837640236,6,0,train
540,Christopher,Fischer,m,1964-12-13,Berlin,52.501530896616806,13.401850553093169,8,7,train
541,Jordan,Hoover,m,1966-04-30,Kassel,51.31149538763535,9.460352542220855,42,3,train
542,David,Humphrey,m,1970-01-12,Valenciennes,50.378073870640755,3.5632435236260798,16,6,flight
543,Anthony,Wong,m,1978-03-07,Toulon,43.11990090877171,6.040283086365885,12,19,train
544,Stephen,Patterson,m,1986-10-17,Newham,51.528298852798514,0.036443999540508344,42,5,train
545,Michael,Martin,m,1988-03-08,Parma,44.79366391541514,10.327611592076831,22,19,train
546,Alicia,Ramsey,f,2004-10-18,Târgu Mureş,46.54115695146037,24.556065148474424,21,8,train
547,Amanda,Dominguez,f,1965-08-28,Barnsley,53.535878838040844,-1.5324505286662948,17,8,train
548,Amanda,Lopez,f,1948-06-04,Milano,45.46844740918378,9.1729385842972,32,15,train
549,Marcus,Peterson,m,1975-11-28,Matosinhos,41.21298037140355,-8.671432935428138,23,0,flight
550,James,Meyers,m,1990-07-27,Asti,44.91326340810018,8.1943485833853,10,12,train
551,Raymond,Woodard,x,1996-04-06,Szczecin,53.431805897306205,14.614140551665848,28,1,train
552,Teresa,Mitchell,f,1980-07-22,Tameside,53.47751233683913,-2.0627595296767596,18,12,train
553,Jimmy,Turner,m,2001-08-24,Schweinfurt,50.04701339475063,10.220901056238937,16,15,train
554,Jeffrey,Hoffman,m,1958-03-01,Siegen,50.88107538426582,8.011704039981241,20,3,flight
555,Yvonne,White,f,1995-05-22,Bucureşti,44.441482963296046,26.087619164024186,35,13,train
556,Christopher,Anderson,m,2005-03-09,Antwerpen,51.26056286963082,4.369609020208494,2,4,train
557,James,Holland,m,1947-12-05,Tampere / Tammerfors,61.62951439537203,23.881629532107766,19,5,train
558,Jason,Nunez,m,1983-08-01,Ruda Śląska,50.266300421922885,18.8691595993077,5,3,train
559,Kathleen,Dawson,f,1991-06-04,Brno,49.20677741880377,16.588777594891873,27,1,train
560,Christopher,Shah,m,1981-08-23,Newcastle upon Tyne,55.007979331234175,-1.6583740457578184,14,17,train
561,Susan,Henderson,x,1959-10-03,Northampton,52.24126234652391,-0.8868510111423317,18,7,train
562,Dana,Sanchez,f,2004-10-07,Napoli,40.85667344334207,14.23935662736585,28,25,train
563,Joyce,Hernandez,x,2000-04-15,Strasbourg,48.57227089187239,7.726775556141394,11,12,train
564,Devin,Cruz,m,1967-07-22,Rouen,49.413053365082355,1.02747902247825,19,11,train
